# fit,CoC4-expert-from-agent-project,stored_as,author-fit-P2-04-from-agent-project.xrcx,min_limit,1.600E-06
two_theta_deg,measured_reflectivity,fitted_reflectivity
1.287,1.960900E-04,1.239100E-04
1.288,2.231000E-04,1.386500E-04
1.290,2.505500E-04,1.598100E-04
1.291,2.760200E-04,1.860400E-04
1.293,3.017100E-04,2.157000E-04
1.294,3.201600E-04,2.469900E-04
1.296,3.282800E-04,2.780100E-04
1.297,3.383800E-04,3.068800E-04
1.299,3.436500E-04,3.319000E-04
1.300,3.390400E-04,3.515700E-04
1.302,3.342100E-04,3.647300E-04
1.303,3.175200E-04,3.706300E-04
1.305,3.032500E-04,3.689200E-04
1.306,2.819500E-04,3.597100E-04
1.308,2.591100E-04,3.435600E-04
1.309,2.292500E-04,3.213700E-04
1.311,2.013600E-04,2.944200E-04
1.312,1.811600E-04,2.642200E-04
1.314,1.576600E-04,2.324500E-04
1.315,1.396600E-04,2.008800E-04
1.317,1.220900E-04,1.712300E-04
1.318,1.152800E-04,1.451200E-04
1.320,1.104500E-04,1.239400E-04
1.321,1.113300E-04,1.088200E-04
1.323,1.203300E-04,1.005100E-04
1.324,1.330700E-04,9.938400E-05
1.326,1.552500E-04,1.054000E-04
1.327,1.842300E-04,1.180800E-04
1.329,2.147600E-04,1.366000E-04
1.330,2.395700E-04,1.597700E-04
1.332,2.626300E-04,1.861800E-04
1.333,2.900700E-04,2.142100E-04
1.335,2.984200E-04,2.422000E-04
1.336,3.008300E-04,2.685000E-04
1.338,3.069800E-04,2.915700E-04
1.339,3.072000E-04,3.100600E-04
1.341,3.074200E-04,3.228900E-04
1.342,2.922700E-04,3.293300E-04
1.344,2.791000E-04,3.289800E-04
1.345,2.617500E-04,3.218800E-04
1.347,2.314400E-04,3.084000E-04
1.348,2.059700E-04,2.893200E-04
1.350,1.761100E-04,2.657200E-04
1.351,1.515200E-04,2.389300E-04
1.353,1.284600E-04,2.104600E-04
1.354,1.124300E-04,1.819200E-04
1.356,1.016700E-04,1.548900E-04
1.357,9.530100E-05,1.308900E-04
1.359,9.222700E-05,1.112300E-04
1.360,9.003100E-05,9.697100E-05
1.362,9.925300E-05,8.885900E-05
1.363,1.130900E-04,8.728600E-05
1.365,1.284600E-04,9.226600E-05
1.366,1.449300E-04,1.034400E-04
1.368,1.710600E-04,1.201000E-04
1.369,1.939000E-04,1.412300E-04
1.371,2.195900E-04,1.655600E-04
1.372,2.393500E-04,1.916400E-04
1.374,2.632800E-04,2.179500E-04
1.375,2.815100E-04,2.429600E-04
1.377,2.916100E-04,2.652000E-04
1.378,3.041300E-04,2.834000E-04
1.380,2.979800E-04,2.965100E-04
1.381,2.885400E-04,3.037700E-04
1.383,2.736100E-04,3.047600E-04
1.384,2.553800E-04,2.994100E-04
1.386,2.349600E-04,2.880300E-04
1.387,2.068500E-04,2.712500E-04
1.389,1.848900E-04,2.500200E-04
1.390,1.607400E-04,2.255400E-04
1.392,1.359200E-04,1.991900E-04
1.393,1.155000E-04,1.724600E-04
1.395,9.486200E-05,1.468500E-04
1.396,8.212600E-05,1.237900E-04
1.398,7.795300E-05,1.045600E-04
1.399,7.861200E-05,9.023300E-05
1.401,8.498000E-05,8.159200E-05
1.402,1.029900E-04,7.909900E-05
1.404,1.192400E-04,8.287000E-05
1.405,1.394400E-04,9.267100E-05
1.407,1.600800E-04,1.079300E-04
1.408,1.881900E-04,1.277600E-04
1.410,2.101400E-04,1.510200E-04
1.411,2.266100E-04,1.763800E-04
1.413,2.441800E-04,2.023800E-04
1.414,2.692100E-04,2.275100E-04
1.416,2.856800E-04,2.503300E-04
1.417,2.883200E-04,2.695200E-04
1.419,2.971000E-04,2.839800E-04
1.420,2.979800E-04,2.928800E-04
1.422,2.845800E-04,2.957100E-04
1.423,2.637200E-04,2.922900E-04
1.425,2.411100E-04,2.828000E-04
1.426,2.204700E-04,2.677900E-04
1.428,1.881900E-04,2.480900E-04
1.429,1.598600E-04,2.248400E-04
1.431,1.455900E-04,1.993500E-04
1.432,1.234100E-04,1.731000E-04
1.434,1.032100E-04,1.475700E-04
1.435,8.673700E-05,1.242400E-04
1.437,7.795300E-05,1.044400E-04
1.438,7.246400E-05,8.931200E-05
1.440,6.917000E-05,7.972200E-05
1.441,7.641600E-05,7.623500E-05
1.443,9.244600E-05,7.906900E-05
1.444,1.174800E-04,8.809300E-05
1.446,1.390000E-04,1.028300E-04
1.447,1.662300E-04,1.224800E-04
1.449,1.960900E-04,1.459800E-04
1.450,2.235400E-04,1.720300E-04
1.452,2.452800E-04,1.991800E-04
1.453,2.652600E-04,2.259200E-04
1.455,2.892000E-04,2.507400E-04
1.456,3.050100E-04,2.722200E-04
1.458,3.111500E-04,2.891400E-04
1.459,3.126900E-04,3.005200E-04
1.461,3.080800E-04,3.057100E-04
1.462,2.883200E-04,3.044000E-04
1.464,2.679000E-04,2.966600E-04
1.465,2.417700E-04,2.829200E-04
1.467,2.145400E-04,2.639500E-04
1.468,1.859900E-04,2.408400E-04
1.470,1.600800E-04,2.149000E-04
1.471,1.416300E-04,1.876200E-04
1.473,1.198900E-04,1.605800E-04
1.474,1.025500E-04,1.353600E-04
1.476,9.178700E-05,1.134500E-04
1.477,8.739600E-05,9.617600E-05
1.479,8.541900E-05,8.461800E-05
1.480,8.563900E-05,7.954000E-05
1.482,9.639900E-05,8.135300E-05
1.483,1.122100E-04,9.008200E-05
1.485,1.315300E-04,1.053600E-04
1.486,1.561300E-04,1.264400E-04
1.488,1.859900E-04,1.522500E-04
1.489,2.211200E-04,1.814400E-04
1.491,2.580100E-04,2.124400E-04
1.492,2.870000E-04,2.435900E-04
1.494,3.129100E-04,2.731800E-04
1.495,3.252100E-04,2.995800E-04
1.497,3.289400E-04,3.213000E-04
1.498,3.302600E-04,3.371200E-04
1.500,3.230100E-04,3.461300E-04
1.501,3.102800E-04,3.477800E-04
1.503,2.979800E-04,3.419500E-04
1.504,2.775600E-04,3.289500E-04
1.506,2.606500E-04,3.094800E-04
1.507,2.288100E-04,2.846600E-04
1.509,2.011400E-04,2.559000E-04
1.510,1.761100E-04,2.248800E-04
1.512,1.473400E-04,1.934600E-04
1.513,1.306500E-04,1.635400E-04
1.515,1.087000E-04,1.369800E-04
1.516,1.001300E-04,1.154900E-04
1.518,8.893300E-05,1.005500E-04
1.519,8.959200E-05,9.326100E-05
1.521,1.005700E-04,9.436400E-05
1.522,1.144000E-04,1.041300E-04
1.524,1.438300E-04,1.223500E-04
1.525,1.750100E-04,1.483700E-04
1.527,2.112400E-04,1.810400E-04
1.528,2.571400E-04,2.188500E-04
1.530,2.997400E-04,2.599700E-04
1.531,3.342100E-04,3.023100E-04
1.533,3.656100E-04,3.436900E-04
1.534,3.974500E-04,3.819200E-04
1.536,4.233600E-04,4.149300E-04
1.537,4.358800E-04,4.408800E-04
1.539,4.367600E-04,4.583200E-04
1.540,4.411500E-04,4.662000E-04
1.542,4.334600E-04,4.640000E-04
1.543,4.104100E-04,4.517500E-04
1.545,3.864700E-04,4.300900E-04
1.546,3.513400E-04,4.002100E-04
1.548,3.197200E-04,3.638200E-04
1.549,2.856800E-04,3.231200E-04
1.551,2.444000E-04,2.806200E-04
1.552,2.130000E-04,2.390700E-04
1.554,1.809400E-04,2.012600E-04
1.555,1.603000E-04,1.699000E-04
1.557,1.458100E-04,1.474900E-04
1.558,1.409700E-04,1.361300E-04
1.560,1.589800E-04,1.374500E-04
1.561,1.824800E-04,1.524800E-04
1.563,2.215600E-04,1.815700E-04
1.564,2.736100E-04,2.243300E-04
1.566,3.416800E-04,2.796100E-04
1.567,4.242400E-04,3.455600E-04
1.569,5.107600E-04,4.196300E-04
1.570,6.056200E-04,4.987400E-04
1.572,6.888400E-04,5.793700E-04
1.573,7.619700E-04,6.577500E-04
1.575,8.296000E-04,7.300200E-04
1.576,8.853700E-04,7.924600E-04
1.578,9.218300E-04,8.416800E-04
1.579,9.389500E-04,8.748800E-04
1.581,9.503700E-04,8.899700E-04
1.582,9.563000E-04,8.858400E-04
1.584,9.350000E-04,8.624400E-04
1.585,8.939400E-04,8.208800E-04
1.587,8.443100E-04,7.635000E-04
1.588,7.848000E-04,6.938600E-04
1.590,7.103600E-04,6.166700E-04
1.591,6.267000E-04,5.376500E-04
1.593,5.463300E-04,4.634500E-04
1.594,4.877000E-04,4.013800E-04
1.596,4.402700E-04,3.592100E-04
1.597,4.152400E-04,3.449400E-04
1.599,4.218300E-04,3.664500E-04
1.600,4.727700E-04,4.312700E-04
1.602,5.693900E-04,5.462100E-04
1.603,7.081700E-04,7.170600E-04
1.605,8.970100E-04,9.483600E-04
1.606,1.164900E-03,1.243100E-03
1.608,1.501800E-03,1.602500E-03
1.609,1.890000E-03,2.026000E-03
1.611,2.330900E-03,2.511100E-03
1.612,2.821000E-03,3.053300E-03
1.614,3.348000E-03,3.646200E-03
1.615,3.933700E-03,4.281600E-03
1.617,4.526300E-03,4.949700E-03
1.618,5.134600E-03,5.639100E-03
1.620,5.790100E-03,6.337400E-03
1.621,6.466600E-03,7.031700E-03
1.623,7.112000E-03,7.708300E-03
1.624,7.680700E-03,8.354100E-03
1.626,8.232800E-03,8.956400E-03
1.627,8.770100E-03,9.503200E-03
1.629,9.241300E-03,9.983800E-03
1.630,9.645400E-03,1.038900E-02
1.632,1.003000E-02,1.071000E-02
1.633,1.033600E-02,1.094100E-02
1.635,1.054900E-02,1.107800E-02
1.636,1.067600E-02,1.111800E-02
1.638,1.065700E-02,1.106200E-02
1.639,1.053400E-02,1.091100E-02
1.641,1.031000E-02,1.067000E-02
1.642,1.005200E-02,1.034400E-02
1.644,9.734100E-03,9.939800E-03
1.645,9.340800E-03,9.467500E-03
1.647,8.880100E-03,8.936500E-03
1.648,8.383000E-03,8.357600E-03
1.650,7.841500E-03,7.742400E-03
1.651,7.260400E-03,7.102500E-03
1.653,6.666900E-03,6.449600E-03
1.654,6.041900E-03,5.795000E-03
1.656,5.483100E-03,5.149200E-03
1.657,4.919000E-03,4.521900E-03
1.659,4.364300E-03,3.921900E-03
1.660,3.803000E-03,3.356500E-03
1.662,3.271600E-03,2.831900E-03
1.663,2.790300E-03,2.353000E-03
1.665,2.330300E-03,1.922900E-03
1.666,1.908900E-03,1.543500E-03
1.668,1.553600E-03,1.215400E-03
1.669,1.261500E-03,9.375900E-04
1.671,9.925300E-04,7.082300E-04
1.672,7.637200E-04,5.243200E-04
1.674,5.812500E-04,3.821200E-04
1.675,4.325900E-04,2.772800E-04
1.677,3.232300E-04,2.050400E-04
1.678,2.367100E-04,1.604000E-04
1.680,1.864300E-04,1.383400E-04
1.681,1.493200E-04,1.339100E-04
1.683,1.396600E-04,1.424400E-04
1.684,1.414100E-04,1.596100E-04
1.686,1.390000E-04,1.815700E-04
1.687,1.567900E-04,2.050200E-04
1.689,1.723800E-04,2.272400E-04
1.690,1.963100E-04,2.461000E-04
1.692,2.066300E-04,2.601000E-04
1.693,2.220000E-04,2.682800E-04
1.695,2.354000E-04,2.702300E-04
1.696,2.373700E-04,2.659900E-04
1.698,2.338600E-04,2.559800E-04
1.699,2.246400E-04,2.409400E-04
1.701,2.123400E-04,2.218200E-04
1.702,1.974100E-04,1.997000E-04
1.704,1.796200E-04,1.757300E-04
1.705,1.581000E-04,1.510500E-04
1.707,1.409700E-04,1.267100E-04
1.708,1.231900E-04,1.036700E-04
1.710,1.045200E-04,8.272300E-05
1.711,8.805400E-05,6.449100E-05
1.713,7.575800E-05,4.940400E-05
1.714,6.214300E-05,3.769700E-05
1.716,5.577500E-05,2.941400E-05
1.717,5.094400E-05,2.442800E-05
1.719,4.633300E-05,2.245700E-05
1.720,4.391700E-05,2.309900E-05
1.722,4.413700E-05,2.586300E-05
1.723,4.874800E-05,3.020300E-05
1.725,5.072500E-05,3.555800E-05
1.726,5.006600E-05,4.137700E-05
1.728,5.379900E-05,4.714900E-05
1.729,5.753200E-05,5.242500E-05
1.731,6.060600E-05,5.683400E-05
1.732,6.346100E-05,6.009400E-05
1.734,6.368000E-05,6.201800E-05
1.735,6.829200E-05,6.251500E-05
1.737,6.587600E-05,6.158500E-05
1.738,6.521700E-05,5.931200E-05
1.740,6.455900E-05,5.584700E-05
1.741,6.126500E-05,5.140200E-05
1.743,5.687300E-05,4.622500E-05
1.744,5.006600E-05,4.058900E-05
1.746,4.523500E-05,3.477200E-05
1.747,3.996500E-05,2.904500E-05
1.749,3.359700E-05,2.365300E-05
1.750,2.657000E-05,1.880800E-05
1.752,2.371500E-05,1.468000E-05
1.753,2.173900E-05,1.138700E-05
1.755,1.888400E-05,8.995400E-06
1.756,1.668900E-05,7.520500E-06
1.758,1.493200E-05,6.927200E-06
1.759,1.427300E-05,7.137000E-06
1.761,1.273600E-05,8.035400E-06
1.762,1.251600E-05,9.480700E-06
1.764,1.559100E-05,1.131400E-05
1.765,1.734700E-05,1.336700E-05
1.767,2.064100E-05,1.547700E-05
1.768,2.393500E-05,1.748900E-05
1.770,2.700900E-05,1.926600E-05
1.771,2.854600E-05,2.069700E-05
1.773,3.030300E-05,2.169700E-05
1.774,3.140100E-05,2.221300E-05
1.776,3.227900E-05,2.222100E-05
1.777,3.074200E-05,2.173100E-05
1.779,2.986400E-05,2.077700E-05
1.780,3.030300E-05,1.942100E-05
1.782,2.832700E-05,1.774200E-05
1.783,2.657000E-05,1.583500E-05
1.785,2.393500E-05,1.380000E-05
1.786,2.217800E-05,1.174400E-05
1.788,2.020200E-05,9.764900E-06
1.789,1.668900E-05,7.952700E-06
1.791,1.383400E-05,6.380800E-06
1.792,1.119900E-05,5.103200E-06
1.794,8.783500E-06,4.153000E-06
1.795,7.466000E-06,3.543000E-06
1.797,7.026800E-06,3.268600E-06
1.798,5.928800E-06,3.310500E-06
1.800,6.148400E-06,3.637400E-06
1.801,6.368000E-06,4.207300E-06
1.803,7.026800E-06,4.968700E-06
1.804,7.685500E-06,5.862300E-06
1.806,7.685500E-06,6.822800E-06
1.807,8.344300E-06,7.783400E-06
1.809,1.054000E-05,8.679500E-06
1.810,1.185800E-05,9.453200E-06
1.812,1.229700E-05,1.005700E-05
1.813,1.207700E-05,1.045500E-05
1.815,1.251600E-05,1.062600E-05
1.816,1.383400E-05,1.056400E-05
1.818,1.185800E-05,1.027400E-05
1.819,1.141900E-05,9.777100E-06
1.821,1.076000E-05,9.102700E-06
1.822,1.119900E-05,8.291100E-06
1.824,1.141900E-05,7.388800E-06
1.825,1.032100E-05,6.446500E-06
1.827,9.881400E-06,5.515700E-06
1.828,9.222700E-06,4.644500E-06
1.830,9.003100E-06,3.873800E-06
1.831,7.466000E-06,3.234100E-06
1.833,6.148400E-06,2.743600E-06
1.834,5.270100E-06,2.409500E-06
1.836,5.050500E-06,2.230500E-06
1.837,4.172200E-06,2.200200E-06
1.839,2.854600E-06,2.309400E-06
1.840,4.391700E-06,2.547300E-06
1.842,4.830900E-06,2.899600E-06
1.843,5.489700E-06,3.346900E-06
1.845,6.807200E-06,3.863300E-06
1.846,7.685500E-06,4.416700E-06
1.848,9.881400E-06,4.971000E-06
1.849,8.783500E-06,5.489100E-06
1.851,9.003100E-06,5.936700E-06
1.852,8.563900E-06,6.284700E-06
1.854,8.783500E-06,6.511300E-06
1.855,8.344300E-06,6.603100E-06
1.857,6.587600E-06,6.555500E-06
1.858,7.685500E-06,6.372300E-06
1.860,7.026800E-06,6.065700E-06
1.861,7.466000E-06,5.655100E-06
1.863,5.928800E-06,5.166600E-06
1.864,5.928800E-06,4.630900E-06
1.866,5.928800E-06,4.081400E-06
1.867,5.270100E-06,3.551100E-06
1.869,5.928800E-06,3.069000E-06
1.870,5.489700E-06,2.657500E-06
1.872,5.050500E-06,2.330500E-06
1.873,4.391700E-06,2.093500E-06
1.875,4.172200E-06,1.945900E-06
1.876,3.293800E-06,1.883800E-06
1.878,2.195900E-06,1.903100E-06
1.879,1.756700E-06,2.001200E-06
1.881,2.195900E-06,2.176000E-06
1.882,2.854600E-06,2.424000E-06
1.884,2.635000E-06,2.737300E-06
1.885,2.854600E-06,3.101800E-06
1.887,3.952600E-06,3.497200E-06
1.888,5.050500E-06,3.898300E-06
1.890,4.830900E-06,4.277800E-06
1.891,4.611300E-06,4.609200E-06
1.893,5.489700E-06,4.869600E-06
1.894,6.368000E-06,5.041500E-06
1.896,5.489700E-06,5.113500E-06
1.897,5.050500E-06,5.081300E-06
1.899,5.270100E-06,4.947200E-06
1.900,4.830900E-06,4.720400E-06
1.902,4.611300E-06,4.416200E-06
1.903,3.733000E-06,4.055300E-06
1.905,4.391700E-06,3.662400E-06
1.906,4.172200E-06,3.264100E-06
1.908,3.733000E-06,2.885600E-06
1.909,3.513400E-06,2.548300E-06
1.911,3.074200E-06,2.267400E-06
1.912,3.293800E-06,2.050600E-06
1.914,2.415500E-06,1.899500E-06
1.915,2.195900E-06,1.811800E-06
1.917,2.415500E-06,1.784300E-06
1.918,2.415500E-06,1.815000E-06
1.920,2.635000E-06,1.904400E-06
1.921,2.195900E-06,2.053700E-06
1.923,2.195900E-06,2.263000E-06
1.924,3.074200E-06,2.528200E-06
1.926,3.293800E-06,2.839200E-06
1.927,4.391700E-06,3.179500E-06
1.929,4.611300E-06,3.527700E-06
1.930,5.489700E-06,3.859500E-06
1.932,6.148400E-06,4.151200E-06
1.933,5.489700E-06,4.381900E-06
1.935,5.489700E-06,4.535200E-06
1.936,5.050500E-06,4.600500E-06
1.938,5.270100E-06,4.573500E-06
1.939,4.611300E-06,4.455900E-06
1.941,4.611300E-06,4.256200E-06
1.942,4.172200E-06,3.988200E-06
1.944,4.172200E-06,3.671200E-06
1.945,3.513400E-06,3.327700E-06
1.947,3.074200E-06,2.981700E-06
1.948,3.513400E-06,2.656000E-06
1.950,2.854600E-06,2.369100E-06
1.951,3.074200E-06,2.133700E-06
1.953,2.635000E-06,1.955500E-06
1.954,2.635000E-06,1.835000E-06
1.956,2.854600E-06,1.769900E-06
1.957,2.195900E-06,1.757200E-06
1.959,2.635000E-06,1.796400E-06
1.960,2.635000E-06,1.889100E-06
1.962,3.074200E-06,2.037900E-06
1.963,3.733000E-06,2.244000E-06
1.965,3.293800E-06,2.504300E-06
1.966,3.513400E-06,2.809200E-06
1.968,3.952600E-06,3.142900E-06
1.969,3.733000E-06,3.484100E-06
1.971,3.952600E-06,3.808700E-06
1.972,3.952600E-06,4.093200E-06
1.974,4.172200E-06,4.316500E-06
1.975,4.172200E-06,4.462400E-06
1.977,3.733000E-06,4.520600E-06
1.978,4.611300E-06,4.486900E-06
1.980,4.391700E-06,4.364000E-06
1.981,4.391700E-06,4.160500E-06
1.983,4.391700E-06,3.891200E-06
1.984,4.611300E-06,3.575900E-06
1.986,4.172200E-06,3.237600E-06
1.987,3.733000E-06,2.900200E-06
1.989,3.952600E-06,2.586000E-06
1.990,3.513400E-06,2.312500E-06
1.992,3.293800E-06,2.091300E-06
1.993,2.854600E-06,1.927500E-06
1.995,3.074200E-06,1.821100E-06
1.996,2.854600E-06,1.770200E-06
1.998,2.195900E-06,1.772900E-06
1.999,1.976300E-06,1.829600E-06
2.001,1.756700E-06,1.942700E-06
2.002,2.635000E-06,2.114900E-06
2.004,2.415500E-06,2.346300E-06
2.005,3.074200E-06,2.632300E-06
2.007,4.172200E-06,2.961200E-06
2.008,4.391700E-06,3.315000E-06
2.010,5.489700E-06,3.671100E-06
2.011,5.050500E-06,4.004500E-06
2.013,5.928800E-06,4.291300E-06
2.014,5.709300E-06,4.510700E-06
2.016,4.830900E-06,4.647300E-06
2.017,4.611300E-06,4.691300E-06
2.019,3.733000E-06,4.639600E-06
2.020,3.733000E-06,4.495900E-06
2.022,3.293800E-06,4.270100E-06
2.023,2.854600E-06,3.978300E-06
2.025,3.074200E-06,3.641500E-06
2.026,3.293800E-06,3.284100E-06
2.028,3.074200E-06,2.930900E-06
2.029,2.635000E-06,2.604700E-06
2.031,2.415500E-06,2.323400E-06
2.032,2.195900E-06,2.098400E-06
2.034,1.756700E-06,1.934900E-06
2.035,1.756700E-06,1.833200E-06
2.037,1.756700E-06,1.792200E-06
2.038,2.415500E-06,1.811100E-06
2.040,3.293800E-06,1.891600E-06
2.041,4.172200E-06,2.036500E-06
2.043,4.172200E-06,2.248100E-06
2.044,4.391700E-06,2.524700E-06
2.046,4.830900E-06,2.858500E-06
2.047,4.172200E-06,3.234500E-06
2.049,3.733000E-06,3.631000E-06
2.050,3.293800E-06,4.022200E-06
2.052,3.293800E-06,4.380900E-06
2.053,3.293800E-06,4.682000E-06
2.055,3.074200E-06,4.904200E-06
2.056,3.293800E-06,5.032000E-06
2.058,3.293800E-06,5.056600E-06
2.059,3.293800E-06,4.976100E-06
2.061,3.513400E-06,4.795900E-06
2.062,3.293800E-06,4.528300E-06
2.064,3.513400E-06,4.192100E-06
2.065,3.513400E-06,3.811200E-06
2.067,3.513400E-06,3.412700E-06
2.068,3.074200E-06,3.023900E-06
2.070,3.074200E-06,2.669200E-06
2.071,3.733000E-06,2.367500E-06
2.073,3.733000E-06,2.130900E-06
2.074,3.513400E-06,1.965200E-06
2.076,3.293800E-06,1.871800E-06
2.077,3.513400E-06,1.850700E-06
2.079,3.293800E-06,1.902800E-06
2.080,3.074200E-06,2.030100E-06
2.082,3.513400E-06,2.235200E-06
2.083,3.952600E-06,2.517700E-06
2.085,3.733000E-06,2.871800E-06
2.086,3.513400E-06,3.284200E-06
2.088,4.172200E-06,3.734100E-06
2.089,4.611300E-06,4.194700E-06
2.091,3.952600E-06,4.636100E-06
2.092,4.172200E-06,5.028900E-06
2.094,5.050500E-06,5.346600E-06
2.095,5.709300E-06,5.568100E-06
2.097,5.489700E-06,5.678600E-06
2.098,4.830900E-06,5.670700E-06
2.100,4.611300E-06,5.544500E-06
2.101,3.952600E-06,5.307900E-06
2.103,2.854600E-06,4.976400E-06
2.104,2.415500E-06,4.572100E-06
2.106,1.976300E-06,4.122600E-06
2.107,1.756700E-06,3.658700E-06
2.109,1.756700E-06,3.211100E-06
2.110,2.415500E-06,2.806900E-06
2.112,2.635000E-06,2.467600E-06
2.113,2.415500E-06,2.207000E-06
2.115,2.635000E-06,2.032900E-06
2.116,3.074200E-06,1.948500E-06
2.118,3.293800E-06,1.955700E-06
2.119,2.854600E-06,2.056800E-06
2.121,3.952600E-06,2.254200E-06
2.122,5.928800E-06,2.548400E-06
2.124,6.587600E-06,2.935000E-06
2.125,7.466000E-06,3.402000E-06
2.127,8.124700E-06,3.928500E-06
2.128,9.442200E-06,4.486200E-06
2.130,9.003100E-06,5.041300E-06
2.131,8.344300E-06,5.558800E-06
2.133,9.442200E-06,6.005200E-06
2.134,8.124700E-06,6.352000E-06
2.136,9.661800E-06,6.576800E-06
2.137,9.003100E-06,6.665400E-06
2.139,9.442200E-06,6.612000E-06
2.140,9.442200E-06,6.419500E-06
2.142,8.124700E-06,6.099700E-06
2.143,8.124700E-06,5.672900E-06
2.145,6.368000E-06,5.166600E-06
2.146,6.148400E-06,4.614000E-06
2.148,5.050500E-06,4.051300E-06
2.149,4.172200E-06,3.514400E-06
2.151,3.513400E-06,3.035200E-06
2.152,3.293800E-06,2.639500E-06
2.154,2.854600E-06,2.345100E-06
2.155,2.195900E-06,2.163600E-06
2.157,3.293800E-06,2.101600E-06
2.158,4.611300E-06,2.163800E-06
2.160,6.368000E-06,2.353300E-06
2.161,7.466000E-06,2.670700E-06
2.163,7.905100E-06,3.111600E-06
2.164,1.010100E-05,3.663700E-06
2.166,1.076000E-05,4.304800E-06
2.167,9.661800E-06,5.003700E-06
2.169,1.054000E-05,5.721500E-06
2.170,1.076000E-05,6.416100E-06
2.172,1.097900E-05,7.045500E-06
2.173,9.661800E-06,7.571000E-06
2.175,9.003100E-06,7.960600E-06
2.176,1.054000E-05,8.190400E-06
2.178,9.222700E-06,8.246000E-06
2.179,9.222700E-06,8.123500E-06
2.181,9.003100E-06,7.829600E-06
2.182,9.442200E-06,7.381500E-06
2.184,9.003100E-06,6.806600E-06
2.185,8.124700E-06,6.140500E-06
2.187,7.246400E-06,5.425200E-06
2.188,6.368000E-06,4.706100E-06
2.190,7.026800E-06,4.028000E-06
2.191,6.148400E-06,3.431800E-06
2.193,6.587600E-06,2.951600E-06
2.194,5.709300E-06,2.613200E-06
2.196,7.246400E-06,2.435100E-06
2.197,8.344300E-06,2.429200E-06
2.199,8.783500E-06,2.602500E-06
2.200,9.442200E-06,2.956600E-06
2.202,1.010100E-05,3.486000E-06
2.203,1.141900E-05,4.175500E-06
2.205,1.032100E-05,4.999100E-06
2.206,1.076000E-05,5.919100E-06
2.208,1.141900E-05,6.888900E-06
2.209,1.383400E-05,7.855800E-06
2.211,1.405400E-05,8.765500E-06
2.212,1.405400E-05,9.565900E-06
2.214,1.515200E-05,1.021100E-05
2.215,1.449300E-05,1.066200E-05
2.217,1.317500E-05,1.089200E-05
2.218,1.185800E-05,1.088800E-05
2.220,1.251600E-05,1.064700E-05
2.221,1.229700E-05,1.018200E-05
2.223,1.229700E-05,9.519300E-06
2.224,1.251600E-05,8.696500E-06
2.226,1.251600E-05,7.763000E-06
2.227,1.076000E-05,6.776200E-06
2.229,9.442200E-06,5.797500E-06
2.230,9.222700E-06,4.888600E-06
2.232,7.905100E-06,4.107100E-06
2.233,7.905100E-06,3.502500E-06
2.235,7.685500E-06,3.114400E-06
2.236,8.124700E-06,2.971700E-06
2.238,7.685500E-06,3.092800E-06
2.239,7.685500E-06,3.485200E-06
2.241,8.563900E-06,4.144700E-06
2.242,9.442200E-06,5.053600E-06
2.244,1.097900E-05,6.179300E-06
2.245,1.361400E-05,7.474200E-06
2.247,1.581000E-05,8.877300E-06
2.248,1.756700E-05,1.031800E-05
2.250,1.954300E-05,1.172000E-05
2.251,2.239800E-05,1.300700E-05
2.253,2.349600E-05,1.410900E-05
2.254,2.349600E-05,1.496200E-05
2.256,2.305700E-05,1.551900E-05
2.257,2.305700E-05,1.574500E-05
2.259,2.261700E-05,1.562500E-05
2.260,1.998200E-05,1.516200E-05
2.262,1.888400E-05,1.438100E-05
2.263,1.844500E-05,1.332500E-05
2.265,1.646900E-05,1.205400E-05
2.266,1.427300E-05,1.064400E-05
2.268,1.273600E-05,9.180700E-06
2.269,1.185800E-05,7.755800E-06
2.271,1.097900E-05,6.461600E-06
2.272,8.344300E-06,5.385100E-06
2.274,9.442200E-06,4.603500E-06
2.275,9.881400E-06,4.180200E-06
2.277,1.010100E-05,4.161900E-06
2.278,1.010100E-05,4.576200E-06
2.280,9.881400E-06,5.429900E-06
2.281,1.010100E-05,6.706800E-06
2.283,1.229700E-05,8.366900E-06
2.284,1.559100E-05,1.034700E-05
2.286,1.844500E-05,1.256200E-05
2.287,1.954300E-05,1.491000E-05
2.289,2.217800E-05,1.727600E-05
2.290,2.679000E-05,1.954100E-05
2.292,2.722900E-05,2.158500E-05
2.293,2.744800E-05,2.329800E-05
2.295,2.766800E-05,2.458400E-05
2.296,3.030300E-05,2.536900E-05
2.298,3.052300E-05,2.560200E-05
2.299,2.964400E-05,2.526600E-05
2.301,2.942500E-05,2.437300E-05
2.302,2.832700E-05,2.296900E-05
2.304,2.744800E-05,2.113200E-05
2.305,2.459400E-05,1.896700E-05
2.307,2.130000E-05,1.660500E-05
2.308,1.910400E-05,1.419300E-05
2.310,1.690800E-05,1.189200E-05
2.311,1.624900E-05,9.862000E-06
2.313,1.339500E-05,8.257700E-06
2.314,1.207700E-05,7.218600E-06
2.316,1.581000E-05,6.860300E-06
2.317,1.624900E-05,7.266900E-06
2.319,1.800600E-05,8.484800E-06
2.320,1.800600E-05,1.051800E-05
2.322,2.283700E-05,1.332600E-05
2.323,2.964400E-05,1.682400E-05
2.325,3.271800E-05,2.088400E-05
2.326,3.798900E-05,2.534100E-05
2.328,4.479600E-05,2.999700E-05
